Date,Episode,Title,Content
1996/11/24,#206,,緊急企画#65　芸能界テトリス王への道②／JAPAN CUP VOLLEYBALL／ごっつ歌謡ショー（「さざんかの宿」大川栄策）／the TEAM FIGHT#61　「大回転ビッグバーン」／トカゲのおっさん　第二部　修行篇①（みつ子楽屋で金盗む）
1996/12/01,#207,,緊急企画#66　街角ラブラブショー（桑野信義、モト冬樹、羽賀研二、出川哲朗、寺門ジモン）／JAPAN／香川さん④（「金色夜叉」の撮影現場）／辻武司③（エレベーター）／the TEAM FIGHT#62　「ミサイル・ゴーゴー」／トカゲのおっさん　第二部　修行篇②（ルビー踊る）
1996/12/08,#208,,the TEAM FIGHT#63　「グルグル絵合わせ」／マニカル頭パワー!!①（マニカルバナナ　東野）／マッシュルーム②／近畿防衛軍／緊急企画#67　新風俗喫茶を探る!!　発見!!ノーパン綱渡り喫茶」／トカゲのおっさん　第二部　修行篇③（みつ子がルビーに真相を）
1996/12/15,#209,,緊急企画#68　俺はホントはスゴイんだ!!（坂田利夫）／マニカル頭パワー!!②（マニカルバナナ　板尾）／辻武司④（釣り堀）／父／the TEAM FIGHT#64　「飛びつきベッタン水車」／トカゲのおっさん　第三部　兆篇①（レストラン）
1996/12/22,#210,,寝起きハイテンション王（東野、デーブ・スペクター、西川のりお）／マッシュルーム③／サニーさん⑥（結婚相談所）／海（ウミガメが部屋の中で産卵）／the TEAM FIGHT#65　「ぐるぐるPK」／トカゲのおっさん　第三部　兆篇②（みつ子求婚）
1996/12/29,#211,,年末２時間スペシャル　芸能界　ぷよぷよ王への道／キャリー東野　アイドル虎の穴⑫　1996ファイナルファイト（三井綾、中沢夏美）／ごっつええ大忘年会（大崎洋キレル!!）／珠玉の名作コント／ごっつええ大忘年会②
1997/01/12,#212,,the TEAM FIGHT#66　「けん垂記念写真」／料金所（老夫婦④）／美をめぐって／Nine Get①（浜田、遠藤久美子、YOU、田代まさし）／トカゲのおっさん　第三部　兆篇③（とかげを譲って）
1997/01/19,#213,,５周年突破記念　ダウンタウンのごっつええ感じ　公式ガイドブック　－上巻－
1997/01/26,#214,,５周年突破記念　ダウンタウンのごっつええ感じ　公式ガイドブック　－中巻
1997/02/02,#215,,５周年突破記念　ダウンタウンのごっつええ感じ　公式ガイドブック　－下巻
1997/02/09,#216,,５周年突破記念　ダウンタウンのごっつええ感じ　公式ガイドブック　－別巻－
1997/02/16,#217,,トカゲのおっさん　第三部　兆篇④（トカゲのおっさんガレージに篭る）／the TEAM FIGHT#67　「落ちたらパックンチョ」／辻武司⑤（犬小屋）／Nine Get②（浜田、風間杜夫、笑福亭笑瓶、遠藤久美子）／旅路／浜田金融
1997/02/23,#218,,the TEAM FIGHT#68　「アップダウン棒グラフ」／美術室のふたり／第２回　寝起きハイテンション王（東野、島田洋七、ルー大柴）／体感シミュレーション　アマゾンGO!GO!（老夫婦⑤）
1997/03/02,#219,,テレビセットの建て込みに挑戦！／フーさん①（就寝中）／男丸①（新人に海の厳しさを教える）／the TEAM FIGHT#69　「けんか大相撲」／トカゲのおっさん　第四部　覚醒篇（お釈迦様のお告げ）／テレビセットの建て込みに挑戦！②（テレビで確認）／浸水家族
1997/03/09,#220,,the TEAM FIGHT#70　「からまんボ～ン」／ちびっこハウス／緊急実験企画　バナナの皮で車はすべるのか!?／剣の道／Nine Get③（浜田、遠藤久美子、志村けん、加藤茶）／豆①（お父さんを連れ去る）
1997/03/16,#221,,the TEAM FIGHT#71　「パニックタワー」／怪傑　あげ玉刑事／Nine Get④（③の続き）／トカゲのおっさん　第五部　放浪篇①（突然の結婚式）
1997/03/23,#222,,緊急企画#69　こんなモン食えるか!!（ゲスト：細川直美）／豆②（お父さんを調教）／蔵野博士の多忙な週末①（ゴミ袋にコーヒー）／今ちゃんの外国人の方いらっしゃい!!／the TEAM FIGHT#72　「呼ばれて飛びでてバッタンキュー」／父②／サリンジャー（インストラクター①）
1997/04/20,#223,,２時間スペシャル　芸能界マリオカート王決定戦／緊急企画#70　赤ちゃんと一日ゆっくり過ごそう!!／フーさん②（銀行）／蔵野博士の多忙な週末②／ロックバンド／The 1st Kissdemy Award／スノウフリージャー（インストラクター②）／ケンカ大相撲スペシャル／男丸②／トカゲのおっさん　第五部　放浪篇②（殺人容疑）／エンディング　この回でYOUと涼子が卒業
1997/04/27,#224,,松本流　瞬間命名記憶術（松本给100个外行人起外号、并要全部记住）
1997/05/04,#225,,夜の大捜査線　Mr.オクレを探せ!!／はーのやつ①（はーのやつ配られる）／Mr.オクレを探せ!!②／はーのやつ②（ビールで試す）／男丸③（新人海に落ちる）／はーのやつ③（ミネラルウォーターで試す）／ダウンタウンの悩み相談室（シャ乱Qのまことに一発ギャグを!!）
1997/05/11,#226,,第１回　紅白若手お笑いリアクション大合戦!!（藤井隆、ハリガネロック、はなわ、後のなすび他）／女王様／紅白若手リアクション大合戦の続き／ごっつええ曲リフレイン①（「昴」谷村新司）
1997/05/18,#227,,点数を決めましょう!!（審査員：釜本邦茂、筒井康隆、中村孝明、木村庄之助、大沢啓二、赤塚不二夫、大竹省二、大森一樹、三遊亭圓歌、ジャイアント馬場　エントリー：にしきのあきら、袴田吉彦、水野晴郎、今田、パンチ佐藤、板尾、ダチョウ倶楽部、大場久美子、藍田真潮、アジャコング、ケント・ギルバート、有田気恵、渡辺典子、ルー大柴、蔵野）／えげつな～①（公園のケンカ）／ごっつええ曲リフレイン②（「HERO」甲斐よしひろ）
1997/05/25,#228,,ためぐちミステリーツアー／アクションスター／登校拒否（登校拒否のまさしがコントを披露した先生にダメ出し）
1997/06/01,#229,,PAINTING QUIZ SHOW　俺ならこう描く!!「ペンギン」／第１回　ごっつええ感じ　レギュラーメンバー　スカウトキャラバン（笑福亭鶴瓶）／刑事あげ玉　第二弾　すっぽん伝説　～食らいついたら放さない～／PAINTING QUIZ SHOWの続き「カブトムシ」「ヘリコプター」
1997/06/08,#230,,PAINTING QUIZ SHOW　俺ならこう描く!!②「カエル」／第２回　ごっつええ感じ　レギュラーメンバー　スカウトキャラバン（ガッツ石松）／ごっつええ曲リフレイン③（「私鉄沿線」野口五郎）／トカゲのおっさん　第六部　奔流篇①（取調室）
1997/06/15,#231,,1997年06月15日 相思相愛　モーレツお見合いアワー／ PAINTING QUIZ SHOW　俺ならこう描く!!③「シャケを捕るクマ」／えげつな～②（殺人現場）／ ダウンタウンのあいだに入りまショウ！（今田をのけ者）
1997/06/22,#232,,緊急企画#71　ごっつプロレス　旗揚げ記念試合 in Tokyo Big Sight　GPW 1st Fight　 ダウンタウンVS橋本真也／ PAINTING QUIZ SHOW　俺ならこう描く!!④「ウルトラマン」／電器屋さん／授業／ごっつプロレスの続き
1997/07/06,#233,,エキセントリック少年ボウイ」／ 山田花子　愛の告白　メッチャ好きやねん!!①（恋心の深さチェック、愛の根性チェック）／ 緊急企画#72　すれ違いにらめっこ／ スカイハングリンジャー（インストラクター③）／香港返還特別企画　ホンコンin香港／ 「エキセントリック少年ボウイ」
1997/07/13,#234,,「エキセントリック少年ボウイ」／出動!!メカライオン①（ライオンと対決）／ 第３回　ごっつええ感じ　レギュラーメンバー　スカウトキャラバン（八代亜紀）／ トカゲのおっさん　第六部　奔流篇②（花巻刑務所）／ 山田花子　愛の告白　メッチャ好きやねん!!②（愛の熱さチェック）／「エキセントリック少年ボウイ」
1997/08/03,#235,,「エキセントリック少年ボウイ」／緊急企画#73　浜辺でラブラブショー② （モト冬樹、出川哲朗、坂本一生、河相我聞、J-WALK・知久光康）／ 山田花子　愛の告白　メッチャ好きやねん!!③（愛の度胸チェック、誠の恋心をチェック）／ 藤岡弘と遊ぼう①（鬼ごっこ）／「エキセントリック少年ボウイ」
1997/08/10,#236,,「エキセントリック少年ボウイ」／ 山田花子　愛の告白　メッチャ好きやねん!!④　最終章　～愛の告白～（つんくに告白）／ 娘さんをください（へこき病）／ 緊急企画#74　ダウンタウンの真夏の珍商売!!（宮路社長、Mr.オクレ、藤原喜明、日景忠男、グレート義太夫）／ 怪激突　スター怪談ショー／ 藤岡弘と遊ぼう②（四刑）／「エキセントリック少年ボウイ」
1997/08/17,#237,,「エキセントリック少年ボウイ」／スターのお気に入り（出川哲朗、河相我聞、野口五郎、今田）／ AFRICA（Mっ気のあるゾウ）／ 緊急夏休み企画　カキ氷をふるまおう／「あぁエキセントリック少年ボウイ」
1997/08/24,#238,,「エキセントリック少年ボウイ」／笑殺　フォトバトル①（モデル：宮路社長）／ 出動!!メカライオン②（バッファロー）／藤岡弘と遊ぼう③（ハンカチ落とし）／ 「あぁエキセントリック少年ボウイ」
1997/08/31,#239,,「エキセントリック少年ボウイ」／CD出すから３番を作ろう!!／ 夏休み子供ファンタジー　ピーターベン（共演：堀川早苗、和田勉）／ 山田花子　愛の告白　続メッチャ好きやねん!!（人間大砲、T.M.R.西川に告白）／ 手作りドッキリショー①（板尾のおかん寝起きドッキリ）／ 「あぁエキセントリック少年ボウイ」
1997/09/14,#240,,緊急会議　エキセントリック少年ボウイ　 ライブやるけどどうすんねん!!（各キャラのテーマを作る、ライブ告知）／ 笑殺　フォトバトル②（モデル：加納典明）／ 藤岡弘と遊ぼう④（ドッヂボール）／松本34回目の誕生日（木村祐一ツイストダンスショー）／ 「あぁエキセントリック少年ボウイ」
1997/09/21,#241,,オープニング（木村祐一ツイストダンスショー）／ 緊急企画#75　エキセントリック少年ボウイオールスターズ　CD発売記念キャンペーン!!／ 結成！吉本ギャグスターズ!!（太田プロテンションズとアメフトで対決）／ スターのお気に入り２／ スターのお気に入り２の続き／ 手作りドッキリショー②（松本の父、兄寝起きドッキリ）／松本ファミリーがスタジオに登場（姉除く）、松本に誕生日プレゼント／ 「あぁエキセントリック少年ボウイ」
1997/10/05,#242,,秋の２時間スペシャル　エキセントリック少年ボウイオールスターズのライブ／ うわぁ～やってもうた！SPECIAL（ゲスト：PUFFY）／ 木村祐一ツイストダンスショー（国会議事堂前）／笑殺　フォトバトル③SP（モデル：水野晴郎）／ 浜田VS志村　世紀のゴルフマッチAGAIN in 宇都宮／笑殺フォトバトルSPの続き（モデル：岸辺四郎）／藤岡弘と遊ぼう⑤（ライダーゲーム）／ 山田花子　愛の告白　続メッチャ好きやねん!!　公開お見合い
1997/10/19,#243,,ごっつええ感じ音楽祭　エキセントリック少年ボウイオールスターズのライブ　 ドキュメンタリー＆過去のごっつの名曲達
1997/10/26,#244,,
1997/11/02,#245,,
2001/10/12,SP,,新世紀戦隊ゴレンジャイ2001(世紀末戦隊ゴレンジャイ13) - 傑作選 下克上やねん
